Rank,Change,Name,League Number,League,Steam Name,Xbox Name,PSN Name,Cashouts
2393,201,StreetSense#6113,16,Platinum 1,Meii ʕ•ᴥ•ʔ,,,0
2394,-73,dez#5156,16,Platinum 1,dez,,,0
2395,210,KinG#1526,16,Platinum 1,会飞De肥仔KinG#1526,,,0
2396,-261,BoWCaptain#6421,16,Platinum 1,,BoW Captain,,0
2397,-261,TotalGlobe#4166,17,Diamond 4,411,,,0
2398,1035,thegaynpc#0941,16,Platinum 1,thegaynpc,,,0
2399,-262,QuickHero#3858,17,Diamond 4,mcynara,,,0
2400,-1075,BestSniper#7517,16,Platinum 1,DY-SOFKEZ,,,0
2401,-82,DaringArena#6519,16,Platinum 1,D,,,0
2402,-8,k2k#8032,16,Platinum 1,k2k,,Kaos2K-,0
2403,644,SuperRock#7576,16,Platinum 1,Snazzy,SandRat13,,0
2404,25,NotedHabit#1866,16,Platinum 1,大头,,,0
2405,1110,LeadingWeapon#6109,16,Platinum 1,作弊測驗 1 級,,,0
2406,-265,NightBreaker#8323,16,Platinum 1,,Speciallty,,0
2407,-264,Alazxi#5583,16,Platinum 1,,Alazxi,QueenDni,0
2408,-264,Burh#4070,16,Platinum 1,ＢＵＲＨ,,RumpleRaceWerkz,0
2409,-699,DeviousSpark#2553,16,Platinum 1,我不吃辣,,zhiwei520,0
2410,250872,ClassicWheel#2529,16,Platinum 1,H,,,0
2411,-46,kleif#6541,16,Platinum 1,kleif,,,0
2411,-46,GUNDAMO#4953,16,Platinum 1,GUNDAMO,,,0
2413,-131,AwesomeScore#1735,16,Platinum 1,TuTu313,,,0
2414,-707,Zaytro#9717,16,Platinum 1,Zaytro,,,0
2415,-205,JusDooEt#3514,16,Platinum 1,JusDooEt,,,0
2416,70,D-R-O-I-D#2488,16,Platinum 1,,,lD-R-O-I-Dl,0
2417,-267,SwiftGunner#5553,16,Platinum 1,gisa93,,,0
2418,-276,6rooty#7742,16,Platinum 1,AK 6rooty ᵗᵗᵛ,,Twitch6rooty,0
2419,-268,FunPro#2758,16,Platinum 1,猫咪老师,ExiledLamb85620,,0
2420,258,Bcawesomer#4796,16,Platinum 1,Bcawesomer,,,0
2421,-70,DazzlingFrog#0669,16,Platinum 1,,,Raiden559,0
2422,-263,Hi-techHabit#2059,16,Platinum 1,Vukz,,,0
2423,970,ClassicCharge#0588,16,Platinum 1,,,TwoPing-,0
2424,370,TheGateOfTruth#1037,16,Platinum 1,,TheGateOfTruth,,0
2425,-194,ElectricSoldier#7723,16,Platinum 1,Lobster-chan,,,0
2426,309,Blacksmartegg#5952,16,Platinum 1,tyreejshelton,,BlackSmartEgg,0
2427,-266,6305ND1GZ#4527,17,Diamond 4,一個打十個,,,0
2428,-266,38QK4LYMC#7807,16,Platinum 1,Abel,,,0
2429,212,DynamicSword#5325,16,Platinum 1,發財小子#8888,,,0
2430,-267,Fantasy#0997,16,Platinum 1,,,Fantasy4s__,0
2431,17,FlawlessHabit#6957,16,Platinum 1,,,Nickdoctor,0
2432,100,VirtualFashion#1222,16,Platinum 1,抖音搜kk,,,0
2433,-182,StreetPro#9721,16,Platinum 1,Bronya,,,0
2434,436,Pierceyy#4503,16,Platinum 1,47474747474747474747474747474747,,CHUCKAROO246,0
2435,-995,Kk#7777,16,Platinum 1,抖音-狗达（kk#7777）,,,0
2436,-271,GrandCharge#0111,16,Platinum 1,又又,,,0
2437,36,Alexerino#0251,16,Platinum 1,Alexerino,,,0
2438,-222,Gamehunter#1112,16,Platinum 1,gamehunter200505,,,0
2439,733,Greed#6730,16,Platinum 1,Greed,G4L Greed,,0
2440,548,vadimchik#3859,16,Platinum 1,Vadimchik,,,0
2441,493,HypnoticSense#5168,16,Platinum 1,,TimelyKhan993,,0
2442,-271,Acelx#2053,16,Platinum 1,Keslec3,OxydolorCool,,0
2443,-270,GlitchyTrooper#5684,16,Platinum 1,MOGURI,,,0
2444,-269,GlitchyShell#1965,16,Platinum 1,pohabot,,,0
2445,-57,ImposingPro#8963,16,Platinum 1,Dylo,Dato21,,0
2446,-395,Burnmoney#4197,16,Platinum 1,,BERNMONEY420,,0
2447,-262,FlyingGrenade#0940,16,Platinum 1,BioMutant ASS rank,,,0
2448,627,Fragn#2534,16,Platinum 1,Fragn,,,0
2449,-268,pixie#0371,16,Platinum 1,pixie,,,0
2450,-107,GotTheHops.ttv#7484,16,Platinum 1,GotTheHops,,,0
2451,1852,FierceYolk#9750,16,Platinum 1,french fries,BestOsprey42551,pained-felicity2,0
2452,87,kratosGOW#0634,16,Platinum 1,kratos,,,0
2453,-49,AthleticRodeo#2515,16,Platinum 1,Cosco_FaideYT,,Cosco_FaideYT,0
2454,-266,TiptopGrenade#1578,16,Platinum 1,ButeetsMaurice,,,0
2455,-262,Dqmx#7276,16,Platinum 1,,Dqmx,,0
2456,-262,SpeedyGeomorph#7847,16,Platinum 1,蟹.broo,,,0
2457,-262,Lun0r#8861,16,Platinum 1,SP Lunor,,,0
2458,34,Parrisu#5231,16,Platinum 1,Parrisu,,,0
2459,-259,FleetWrangler#4708,16,Platinum 1,ᴬᴳᴵᵀ Gurkpastej,,,0
2460,-259,Stall#3380,16,Platinum 1,Stall,,,0
2461,97,Myntax#0163,16,Platinum 1,Myntax,,,0
2462,-260,SwampRat#2578,16,Platinum 1,Swamp Rat,,,0
2463,919,FastShield#5897,16,Platinum 1,ZODIAK01,,msadkmm,0
2464,959,FabulousSnow#7442,16,Platinum 1,Taco,,,0
2465,338,FierceShield#0161,16,Platinum 1,GFP • 누칼협,,,0
2466,-257,SourCandy#7900,16,Platinum 1,SourCandyᵗᵗᵛ,,,0
2467,-351,Hunterkiler12#0272,16,Platinum 1,,Huntterkiller12,,0
2468,-257,FamousWrangler#9699,16,Platinum 1,Jenna Ortega Enjoyer,,,0
2469,295,ZoShiesty#2790,16,Platinum 1,Maybach,,,0
2470,59,ReadySkull#4783,16,Platinum 1,包一丝的啊，哥们,,,0
2471,-264,VirtualVision#9290,16,Platinum 1,Mitchbus,,,0
2472,-259,RandomGold#0467,16,Platinum 1,PIZZDA,,,0
2473,-132,Dante#5761,16,Platinum 1,上戏最强中体,,,0
2474,1149,Sniffyy#2160,16,Platinum 1,sniffyy,,,0
2475,-252,JKDTV#8238,16,Platinum 1,JohnDoe,,,0
2476,140,SneakyGlobe#1202,16,Platinum 1,vic,,,0
2477,-260,Fragwart#6444,16,Platinum 1,Fragwart,,,0
2478,11,GreenButcher#1266,16,Platinum 1,Grinchfors,,,0
2479,2491,ChistoOtDushi#5997,16,Platinum 1,Wapsik #,,,0
2480,-261,cikooo#0699,16,Platinum 1,syknix,,,0
2481,214,UnusualKatana#0041,16,Platinum 1,Wm998,,,0
2482,-253,EngagingHunter#4874,16,Platinum 1,,SaRk iWolF,,0
2483,-261,WingedGunner#0450,16,Platinum 1,ESC,,,0
2484,815,theroseslover#3112,16,Platinum 1,theroseslover,,,0
2485,-260,mmm#0848,16,Platinum 1,cnsumed,,BLADE-TERROR,0
2486,335,cclev00#1289,16,Platinum 1,,,Mr-StealYourPass,0
2487,-257,WildChannel#5537,16,Platinum 1,⍟Warresh⍟,,,0
2488,-256,IntenseSniper#2795,16,Platinum 1,,MQ7T,,0
2489,-253,VirtualWeapon#0032,16,Platinum 1,S,,,0
2490,1124,SuperExpert#3282,16,Platinum 1,Jahran,,,0
2491,544,LuckyOrb#3883,16,Platinum 1,,,PizzasEverythin_,0
2492,602,DynamicEgg#8713,16,Platinum 1,Yuno,,,0
2493,-218,SurrealSniper#2428,16,Platinum 1,,Ðreámz MXI,,0
2494,49,UnusualCake#5532,16,Platinum 1,,,dragonkila88881,0
2495,304,Oku#1444,16,Platinum 1,Oku,,,0
2496,-255,WrangledVision#1257,16,Platinum 1,Rugeyy,,,0
2497,52,Lagginswagon#2426,16,Platinum 1,,Lagginswagon,,0
2498,-256,DirectMoney#1779,16,Platinum 1,Naflae-_-,,,0
2499,498,skru#9527,16,Platinum 1,PLEASE RUN STUN GUN LIGHT,,,0
2500,-254,bianchs#2670,16,Platinum 1,bianchs ON KICK/TWITCH,,,0
2501,101,PALIMPSEST#5937,16,Platinum 1,,,brbg2gkms,0
2502,203,FunHolster#1243,16,Platinum 1,,Yo Its M3X,,0
2503,-253,SuitedMoney#8232,16,Platinum 1,Mickru,,,0
2504,52,ShiningAtlas#0064,16,Platinum 1,,,GomiAF,0
2505,-268,OxcyMoron#2479,16,Platinum 1,OxzyMoron,,Leosx0,0
2506,2622,GlitchySniper#0730,16,Platinum 1,,Fgow,,0
2507,-255,BalletCharge#5703,16,Platinum 1,,hacz on yt,,0
2508,-160,Kindz#4456,16,Platinum 1,F3 KindzTV,,,0
2509,-256,Covyy#6970,16,Platinum 1,Covyy,,,0
2510,382,MightyNoir#7049,16,Platinum 1,,,MightyNoir,0
2511,-255,Alpaca24TTV#9765,16,Platinum 1,Alpaca24,,,0
2512,-232,DirectWarrior#4026,16,Platinum 1,BenjOo,,,0
2513,-254,PeerlessHunter#2552,16,Platinum 1,OYUO.,,qweqeqweqw,0
2514,-257,luigithemex#2604,16,Platinum 1,,luigithemex,,0
2515,212,OwningToaster#2789,16,Platinum 1,Big Bertha™,,,0
2516,919,SkulledSoldier#2831,16,Platinum 1,henry,,,0
2517,-22,SuperbStyle#4017,16,Platinum 1,,,v09destiny-_tkm0,0
2518,-126,4sked#4313,16,Platinum 1,4sked,,,0
2519,1124,LookStraightAtMe#9620,16,Platinum 1,Look Straight At Me,,,0
2520,509,GlitchyMoney#1278,16,Platinum 1,,xVWaffleVx,,0
2521,142,TTV_SaucysLucky#1207,16,Platinum 1,SaucysLucky,,,0
2522,243,Ljh#1793,16,Platinum 1,HeiseiRei ttv :з,Lj #2392,,0
2523,-257,WittySnake#1973,16,Platinum 1,Sakura,,,0
2524,131,PowerfulGlobe#4313,16,Platinum 1,Стив Блоуджобс,,,0
2525,730,GloriousTree#1059,16,Platinum 1,get to my level,,,0
2526,-51,QuirkyWrangler#0389,16,Platinum 1,bibabo,,,0
2527,235,FunPerson#8692,16,Platinum 1,EzephX,,,0
2528,591,OnlyMugen#5169,16,Platinum 1,,,OnlyMugen,0
2529,127,SuperTrooper#6430,16,Platinum 1,• CNS • oll,,,0
2530,-253,NotableGrenade#5166,16,Platinum 1,,,iPrayForMyCluey,0
2531,-253,ElectricGuide#0875,16,Platinum 1,你在玩泥马呢,,Akalvzao,0
2532,551,Enderboxx#1405,16,Platinum 1,EnderBoxx,,,0
2533,1305,Guru#0737,16,Platinum 1,,,Blazjfy,0
2534,-529,TotalGlitch#4692,16,Platinum 1,耳机,,,0
2535,731,Strieke#6459,16,Platinum 1,Strieke,,,0
2536,184,Shadowuicc#9433,16,Platinum 1,2,Shadowuicc#8711,colordiv_div,0
2537,-258,PowerfulStar#0749,16,Platinum 1,,elephantboy44,,0
2538,-257,Yolo2D#1695,16,Platinum 1,ツ Yolo2D,,,0
2539,-255,Truhhnks#8952,16,Platinum 1,Truhhnksᵗᵗᵛ,,Sushi_Ninja111,0
2540,-255,Tw2jaded#3334,16,Platinum 1,iiTzRitzi | Twitch,,,0
2541,956,MorgenW#3052,16,Platinum 1,ScreaM,,,0
2542,2637,TacticalZipline#3612,16,Platinum 1,卖女孩的小火柴,,,0
2543,-374,PromptGrenade#0117,16,Platinum 1,Arab Hunter,,,0
2544,-51,BalletSmiley#0688,16,Platinum 1,Jodyuptown,Jodyuptown,napo14,0
2545,6640,Cervantes#4776,16,Platinum 1,Grandpa Lu,,,0
2546,-292,Sugi#4107,16,Platinum 1,ᵗᵗᵛ SugiFPS_,,,0
2547,-259,EvasiveCash#9929,16,Platinum 1,ღPaPaYa✪FuRioSaღ,,keviiiinnn_21,0
2548,523,ReadyGold#2365,16,Platinum 1,,,Mr-Dardy50,0
2549,95,SnappyRock#4664,16,Platinum 1,,Bott788,,0
2550,-856,Kabakci_52#3977,16,Platinum 1,,,Kabakci_52,0
2551,-258,LuckyGrenade#0650,16,Platinum 1,,,NvS_ZOUZOU,0
2552,-258,VirtualSniper#6184,16,Platinum 1,Mira,幼儿园一把手#4158,,0
2553,333,Skully#5685,16,Platinum 1,Skully,,,0
2554,-257,HypnoticNinja#3139,16,Platinum 1,Re5urrect1on,Resurrection#452,,0
2555,-257,StellarImpala#9280,16,Platinum 1,ice_kira ᵗᵗᵛ,,,0
2556,283,Zucca#2121,16,Platinum 1,TSR | zucca,,SMD_EDDMEGLEVES,0
2557,143,FunPro#7460,16,Platinum 1,ogaramine,,,0
2558,1047,CuddlyLeader#0801,16,Platinum 1,...,,,0
2559,-255,VirtualFashion#3247,16,Platinum 1,,,QwieChan,0
2560,-255,BigHabit#5460,16,Platinum 1,吾本七十六,PublicPath80344,,0
2561,-106,BugNine#1645,16,Platinum 1,BugNine,,,0
2562,-256,DuckFilms#1239,16,Platinum 1,ʸᵗDuckFilms,,DuckFilmstv,0
2563,-38,RandomSmiley#1990,16,Platinum 1,William,,,0
2564,88,GleamingDefender#5877,16,Platinum 1,Red-Foyz,,,0
2565,-148,SwiftCatwalk#2010,16,Platinum 1,动力牛牛,,,0
2566,-89,FlyingPanda#5932,16,Platinum 1,,Dawn Feedz,,0
2567,-267,ProntoGold#0533,16,Platinum 1,,,ZzPUBLIC_CHAINZz,0
2568,305,DirectButcher#7640,16,Platinum 1,樱花,,,0
2569,53,RapidRocker#5878,16,Platinum 1,,,Martolod_,0
2570,357,CloakingImpala#6863,16,Platinum 1,开挂锁我牛子，别锁我,,,0
2571,-57,Andismeme#7989,16,Platinum 1,,I xoKaiz I,,0
2572,-261,AwesomeExpert#3858,16,Platinum 1,,FrancisKiLDu,,0
2573,173,ExaltedRig#8080,16,Platinum 1,,PreparedDrop681,,0
2574,-262,UniqueShell#0851,16,Platinum 1,Pyhlax,,,0
2575,-261,SuperbTurret#5321,16,Platinum 1,No Time,,,0
2576,-273,CuervoN1#8664,16,Platinum 1,AK CuervoNN1ᵗᵗᵛ,,,0
2577,-90,DazzlingHolster#5939,16,Platinum 1,B站:朝鹤云野,TacitElk82594,,0
2578,278,CrazyBlade#1052,16,Platinum 1,Hooey24,,,0
2579,-264,ElectricRig#0600,16,Platinum 1,什么勾八水平还抖这抖那的,,,0
2580,-359,SpitInHerMouth#2169,16,Platinum 1,,,MrTrouble713,0
2581,594,SuperSweep#8899,16,Platinum 1,,Avht,,0
2582,202,PømńïÅbũser#0151,16,Platinum 1,,,UwUxRecon,0
2583,-263,AwesomeButcher#6897,16,Platinum 1,,Metagun,,0
2584,533,Akuaa.KOI#7077,16,Platinum 1,Akuaa,,,0
2585,407,Fredoagain#3625,16,Platinum 1,,fredo again,,0
2586,-34,Smiley#5904,16,Platinum 1,Smiley,DermicRuby17914,GigOxLuxmburg,0
2587,-264,koreamarine#6563,16,Platinum 1,「OTCS」Marine,,,0
2588,336,TacticalLion#9784,16,Platinum 1,payphone,,,0
2589,199,BigUncleClifford#7767,16,Platinum 1,,,TheCyclingPigeon,0
2590,228,JolTron#5684,16,Platinum 1,JolTron,,,0
2591,893,NotedSense#3159,16,Platinum 1,B站洛克希（轮椅王）,,,0
2592,94,SonarCatwalk#4772,16,Platinum 1,Jaquandale Quandingle,,,0
2593,-150,StellarIce#5638,16,Platinum 1,Brownishdread36,,,0
2594,12,QuirkyTree#5841,16,Platinum 1,Dokimane,,,0
2595,-334,SnappySweep#4660,16,Platinum 1,Rises,,RisePS,0
2596,-267,SonarLion#2175,16,Platinum 1,豆芽,,,0
2597,586,PeerlessScore#6797,16,Platinum 1,沉于星河,,,0
2598,1421,Slayer64#6033,16,Platinum 1,Slayer64,,XxSLAYER_64xX,0
2598,1421,BigBop#1289,16,Platinum 1,,,Boppalini,0
2600,-268,Crimson#6337,16,Platinum 1,Crimson,,,0
2601,235,ClassicScore#1553,16,Platinum 1,APEX,,,0
2602,-27,uu#3993,16,Platinum 1,抖音uu酱,,,0
2603,951,KuShiiesty#6546,16,Platinum 1,,KüŠĥīīëšťÿ,,0
2604,-54,gabez#7457,16,Platinum 1,gabez,,,0
2605,-271,ClassicSense#6605,16,Platinum 1,,,ChazGC,0
2606,-271,STYX#8146,16,Platinum 1,Styx,,,0
2607,-88,UniqueSnow#1856,16,Platinum 1,lIl Ball,,,0
2608,-272,Mike#4307,16,Platinum 1,Mike,,,0
2609,104,BillyCrampté#3919,16,Platinum 1,COKEMAN,,,0
2610,-7,Geunwoo#5296,16,Platinum 1,Geunwoo,,,0
2611,129,cwuts#4328,16,Platinum 1,lexi,,,0
2612,496,SkulledSweep#4871,16,Platinum 1,Bingo,Bingo#5652,,0
2613,13,mr.ping#2180,16,Platinum 1,Mr. Ping,,,0
2614,-88,FlameDog98#2989,16,Platinum 1,FlameDog98,,,0
2615,49,LuckyPerson#8860,16,Platinum 1,,,x-lced-x,0
2616,537,SmashProp#5598,16,Platinum 1,ReadyS_TV,,,0
2617,31,MaxicoIX#8540,16,Platinum 1,Maxico,,,0
2618,-274,NightYolk#0119,16,Platinum 1,True my word eye,,,0
2619,-32,WittyIce#0668,16,Platinum 1,最受歡迎男歌手mc,BudgetTree47786,,0
2620,492,ProfessorTeste#7466,16,Platinum 1,,Faded Romanian,,0
2621,-423,justKousa#1031,16,Platinum 1,PME | justKousaᵗᵗᵛ,,Andrizz_Tate_,0
2622,-272,DynamicCat#2586,16,Platinum 1,Elicit,,,0
2623,-41,Qiuoh#6054,16,Platinum 1,,Qiuoh,,0
2624,30,HappyShotgun#6870,16,Platinum 1,,,HomesickWorm,0
2625,558,Onivion#2042,16,Platinum 1,,Onivion,,0
2626,64,Jub#2192,16,Platinum 1,,J#3395,,0
2627,853,CFourMeHarder#0219,16,Platinum 1,StarDog,,,0
2628,-295,GreatSpark#3724,16,Platinum 1,我习惯在丛林里面抢肉吃因为我来自真正的底层,,,0
2629,-465,RapidCash#4417,16,Platinum 1,,,Lagq,0
2630,-274,B6VWAANHO#3890,16,Platinum 1,闪电鞭,,,0
2631,40,NotableRelic#1907,16,Platinum 1,DenVo,,,0
2632,-274,SuvariBey#4548,16,Platinum 1,Süvari Bey,,gokhan1597,0
2633,-22,VirtualParty#0444,16,Platinum 1,Juke,,,0
2634,-274,Ink#9322,16,Platinum 1,Ink,,,0
2635,352,Killwiezel#0961,16,Platinum 1,FL | monkeyboy,,wolznir,0
2636,-290,Argonaut#5626,16,Platinum 1,,,SabbageCreationz,0
2637,421,Nakoruru#3038,16,Platinum 1,户山香澄,,,0
2638,599,FunPerson#0468,16,Platinum 1,,,MeskooEU-,0
2639,-46,Agaa#4359,16,Platinum 1,Kenta Nishimoto,,,0
2640,2881,Keybinds#1876,16,Platinum 1,,Keybindsss,,0
2641,174,QAQ#0702,16,Platinum 1,,,Bosco22407,0
2642,-283,07YEZ6B1A#0682,16,Platinum 1,lele,,,0
2643,-467,SuddenGamer#3097,16,Platinum 1,,Zhyndra,,0
2644,-76,SpeedyVictor#3571,16,Platinum 1,WF,,,0
2645,-375,QuickScore#0677,16,Platinum 1,후회라는 건 없어요,,,0
2646,-719,ex#2277,16,Platinum 1,DasParadox,,Exposting,0
2647,-280,Devent0r#1205,16,Platinum 1,Devent0rᵗᵗᵛ,,Devent0rSter0idz,0
2648,-279,Cloud#2640,16,Platinum 1,Cloudy,,,0
2649,-279,Nemo#1063,16,Platinum 1,Fishymagkekse,,,0
2650,651,VirtualMap#3709,16,Platinum 1,,The Infamous315,,0
2651,104,SuperbCatwalk#2662,16,Platinum 1,,,HateFearLove,0
2652,-326,LeadingPro#9459,16,Platinum 1,,Local Capper,,0
2653,164,CrazySnake#9372,16,Platinum 1,unnin,,,0
2654,-166,NotedTree#3683,16,Platinum 1,GDFGDHGDGVDS,djanl121,,0
2655,-138,Nathaniel#0604,16,Platinum 1,Nathaniel,,,0
2656,-280,NimbleSnow#4269,16,Platinum 1,笑眯眯肝的你哭兮兮,NamePuppet30638,Hhl_hero_,0
2657,-280,BGCOJPZ49#0702,16,Platinum 1,IceQ1,,,0
2658,-279,itzheadshot_TTV#5358,16,Platinum 1,,,Itzheadshot_Ttv,0
2659,-64,GuardianCat#4414,16,Platinum 1,,,TTVzinsky_,0
2660,-270,PowerfulKatana#3505,16,Platinum 1,askan7,,,0
2661,-63,GloriousPerson#3169,16,Platinum 1,,tix46,,0
2662,-267,DeviousAtlas#1754,16,Platinum 1,抖音明朝老兵,,,0
2663,811,FamousButcher#3141,16,Platinum 1,,EL SECRT HIPPO,,0
2664,1292,SkilledCake#7140,16,Platinum 1,,juanini82,,0
2665,256,Kaarbro#8655,16,Platinum 1,,Kaarbro,,0
2666,-270,Empire#1545,16,Platinum 1,,Empire v1,,0
2667,-269,BioHazard#4265,16,Platinum 1,BioHazard,,,0
2668,-269,FabulousBoss#9789,16,Platinum 1,,,ThisIsRuiNGuiGui,0
2669,-269,Clerk#0541,16,Platinum 1,,Clerkliefawn,,0
2670,-265,VirtualExpert#3500,16,Platinum 1,ʜʏᴇᴜɴ,,,0
2671,578,SurrealGold#0468,16,Platinum 1,viki,LEEEEEEEEE#4779,,0
2672,-266,NotableEgg#8552,16,Platinum 1,GFP 유리집,,,0
2673,229,FamousHat#3640,16,Platinum 1,,,xXMrxSkittIesXx,0
2674,-267,WrangledNinja#0037,16,Platinum 1,,Fyths,,0
2675,361,ClassicParty#4071,16,Platinum 1,• CNS • llo,,,0
2676,-104,Elias#8423,16,Platinum 1,Elias,,,0
2677,-290,perrocojo#9525,16,Platinum 1,,AZTK Cleizy,,0
2678,150,ImposingBreaker#2683,16,Platinum 1,Davek,,,0
2679,-244,StealthyEgg#0699,16,Platinum 1,我美吗,,,0
2680,-294,BalletSoup#5672,16,Platinum 1,Noob,,,0
2681,11,ExcitingFashion#6560,16,Platinum 1,,,WayButter,0
2682,152,FleetKatana#1022,16,Platinum 1,@madrak55_YT,,,0
2683,-274,nateTTV#7536,16,Platinum 1,e6 acheron,,,0
2684,283,S1#8663,16,Platinum 1,토끼새끼,,,0
2685,-275,Paskyy#3073,16,Platinum 1,Paskyy,,zPaskyy,0
2686,-273,Pringle#7630,16,Platinum 1,BadPringle,,BadPringle,0
2687,-74,uppercut#3154,16,Platinum 1,uppercut,,,0
2688,1272,Shotgun_Rizz#3307,16,Platinum 1,Beagle With A Deagle,,,0
2689,613,EvasiveTrooper#6302,16,Platinum 1,,,oryx_slays,0
2690,-318,MasterAenox#1817,16,Platinum 1,MasterAenox,,UltraAenox,0
2691,82,FlawlessPanda#2438,16,Platinum 1,,,goatmalk_,0
2692,621,FabulousLion#0998,16,Platinum 1,BellyLint,,,0
2693,-268,EvasiveHabit#0195,16,Platinum 1,,EviL Allusion,,0
2694,-274,QuirkyPanda#0276,16,Platinum 1,,,lilmacdaddy42,0
2695,-274,Diakaz7#3509,16,Platinum 1,Diakaz7,,,0
2696,-273,2001_Audi_TT_8N#5127,16,Platinum 1,2001 Audi TT 8N 1.8 Liter Turbo,,,0
2697,-18,Kicks#6436,16,Platinum 1,Kicks,,,0
2698,-283,Xamti#5514,16,Platinum 1,,Xamti,Demon_Roux82,0
2699,-258,SkulledBlade#6504,16,Platinum 1,GFP • Haru,,,0
2700,714,Cinnamonrol#2021,16,Platinum 1,,C1nn4m0r011,,0
2701,1162,xTreu#4485,16,Platinum 1,xTreu_,,,0
2702,-272,CloakingSense#5414,16,Platinum 1,m3rk,rixzy sux,wall747speedy,0
2703,-271,TatskaS#3284,16,Platinum 1,Yks kannu kiitos,,,0
2704,-70,LazloTheGame#1427,16,Platinum 1,,LazloTheGame,,0
2705,137,Rezilience#1744,16,Platinum 1,,,ReziliencE--,0
2706,1336,GreatMap#4589,16,Platinum 1,,ChillLec24,,0
2707,41,NutzOnYourChin#4054,16,Platinum 1,,Y0HomesToBelAir,,0
2708,-66,Ratsniff#3208,16,Platinum 1,74Ꞁ RATSNIFF,,,0
2709,-272,BlueHero#8331,16,Platinum 1,,,Shadestep_0,0
2710,-286,GleamingGuide#1360,16,Platinum 1,Kill sheep,,,0
2711,-273,PlayfulSpark#2547,16,Platinum 1,oscaahh/TTV,,Oscaahh,0
2712,-127,H3llSing#5304,16,Platinum 1,HellSing,,,0
2713,-285,Roman#1855,16,Platinum 1,,,vxROMANxv,0
2714,115,CuddlyWarrior#7474,16,Platinum 1,Mr.Dickinson,,Mr_Ouzel,0
2715,2351,BusinessChannel#4237,16,Platinum 1,Roxanne,,,0
2716,560,SneakySniper#8718,16,Platinum 1,,IRONMAN 3494,,0
2717,-71,strange#7042,16,Platinum 1,strange,,,0
2718,335,BattleGrenade#1783,16,Platinum 1,James,,,0
2719,1919,AthleticCake#3375,16,Platinum 1,笨..笨蛋..表白之前先拔出来啊.....呜...,,,0
2720,-276,MckayOnly#2842,16,Platinum 1,MckayOnly,,MackayOnly,0
2721,111,ChargingTrap#2842,16,Platinum 1,Sentient,,,0
2722,-277,HonoredDrum#6577,16,Platinum 1,,,Moe_1kB,0
2723,-277,NotableHolster#1612,16,Platinum 1,,,Papaspanks316,0
2724,-86,RapidDefender#5317,16,Platinum 1,判官g,,,0
2725,309,SuitedRodeo#9793,16,Platinum 1,,,GageisCracked,0
2726,191,FastSense#5933,16,Platinum 1,Bigmacvegan,,,0
2727,613,Eyes4Loyalty#7032,16,Platinum 1,,,Eyes4Loyalty,0
2728,159,Envi#2009,16,Platinum 1,Envi,,,0
2729,-376,Obi#1509,16,Platinum 1,Obi,,,0
2730,-220,TacticalRinger#1883,16,Platinum 1,,Its a Mailbox,,0
2731,299,Loop#5400,16,Platinum 1,juicebox384,,,0
2732,-275,QuickPro#7234,16,Platinum 1,,,LocateMatt_,0
2733,-272,Reaper#3090,16,Platinum 1,,,x1444HZonReaperx,0
2734,-228,JackSho#2406,16,Platinum 1,legs,,,0
2735,-123,CrystalRelic#1159,16,Platinum 1,三哥,,,0
2736,75,FizzySkull#3111,16,Platinum 1,Yaiqwerty,,,0
2737,241,FitTree#4964,16,Platinum 1,RECKER,,,0
2738,1315,TrojanINVASION#4961,16,Platinum 1,Trojan_!NV@$!ON,,,0
2739,-305,ClassicGlobe#3073,16,Platinum 1,MaDeltalard,,,0
2740,138,SneakySnow#0867,16,Platinum 1,1Try,,,0
2741,372,SneakyBlade#3533,16,Platinum 1,쿼트,,,0
2742,-30,GoukaiQAQ#3723,16,Platinum 1,抖音狗凯QAQ（电子阳痿,,,0
2743,-202,BattleGold#8226,16,Platinum 1,,,lonown,0
2744,-279,GreenImpala#1476,16,Platinum 1,tf girls 王俊开,,,0
2745,-278,SpeedyLion#0428,16,Platinum 1,,,xiIRaiDz,0
2746,-278,StellarTree#1068,16,Platinum 1,那个男人,,,0
2747,4,boyer#8283,16,Platinum 1,boyer,,,0
2748,-279,DirectGold#4805,16,Platinum 1,Setz,,,0
2749,49,CrazyRelic#9696,16,Platinum 1,koteyKa,,,0
2750,-215,TipikGamerYT#9674,16,Platinum 1,TipikGamerYT,,,0
2751,605,Pug#9796,16,Platinum 1,,,TheePug,0
2752,738,Sayege#6899,16,Platinum 1,,Sayege,,0
2753,109,HastyOrb#7356,16,Platinum 1,BIU坑坑,,,0
2754,633,FutureCZ#0342,16,Platinum 1,FutureCZ,,,0
2755,1088,FastRock#1937,16,Platinum 1,我们充满爱与希望,,,0
2756,-286,EKMFQ0013#9303,16,Platinum 1,白毛傲娇干物妹猫耳萝莉太奇,,,0
2757,-286,EgonKowalski#9269,16,Platinum 1,lingo,,,0
2758,-306,eljefe#8387,16,Platinum 1,,vv jefe vv,,0
2759,212,StreetRock#3194,16,Platinum 1,,,SupremeToast119,0
2760,-286,aa#0877,16,Platinum 1,memorizz,,,0
2761,-347,PromptEgg#9264,16,Platinum 1,,KillerCullen7,,0
2762,-171,Difult#0510,16,Platinum 1,,,DifuIt,0
2763,-287,FunSkull#3145,16,Platinum 1,[LPZ] Cpt-Victime,,,0
